id,debt_no,merchant_id,create_by,borrower_id,outer_borrower_id,listing_id,loan_no,outer_loan_no,loan_amt,total_period,period_no,due_date,status,init_principal,init_interest,init_fee_amt,init_amount,owing_principal,owing_interest,owing_fee_amt,owing_penalty_fee,owing_amount,paid_principal,paid_interest,paid_fee_amt,paid_penalty_fee,paid_notify_fee,paid_amount,overdue_day,last_repay_time,last_overdue_updatetime,last_overdue_fmt_time,peak_penalty_fee,peak_notify_fee,compensate_flag,compensate_time,version,isactive,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,inserttime,updatetime
,,,,f02e843b-a328-4023-bbbd-7ce075a29bef,,,2.00E+19,,3000,12,7,2020/11/22,1,252.41,48.98,0,301.39,252.41,48.98,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,f02e843b-a328-4023-bbbd-7ce075a29bef,,,2.00E+19,,3000,12,10,2021/2/22,1,275.81,25.58,0,301.39,275.81,25.58,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,7,2020/11/22,1,470.14,43.6,0,513.74,470.14,43.6,0,0,513.74,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,1,2020/5/22,2,393.74,120,0,513.74,0,0,0,0,0,393.74,120,0,0,,513.74,0,2020/5/19 20:15,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,9,2021/1/22,1,498.77,14.97,0,513.74,498.77,14.97,0,0,513.74,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,2,2020/6/22,1,405.55,108.19,0,513.74,405.55,108.19,0,0,513.74,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,4,2020/8/22,1,430.25,83.49,0,513.74,430.25,83.49,0,0,513.74,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,5,2020/9/22,1,443.15,70.59,0,513.74,443.15,70.59,0,0,513.74,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,6,2020/10/22,1,456.45,57.29,0,513.74,456.45,57.29,0,0,513.74,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,3,2020/7/22,1,417.71,96.03,0,513.74,417.71,96.03,0,0,513.74,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c5d07263-c063-48ce-82ea-47f55e6de9e4,,,2.00E+19,,4000,9,8,2020/12/22,1,484.24,29.5,0,513.74,484.24,29.5,0,0,513.74,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,3,2020/7/22,1,598.02,205.68,0,803.7,598.02,205.68,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,1,2020/5/22,2,563.7,240,0,803.7,0,0,0,0,0,563.7,240,0,0,,803.7,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,8,2020/12/22,1,693.28,110.42,0,803.7,693.28,110.42,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,4,2020/8/22,1,615.96,187.74,0,803.7,615.96,187.74,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,9,2021/1/22,1,714.08,89.62,0,803.7,714.08,89.62,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,2,2020/6/22,2,580.6,223.1,0,803.7,0,0,0,0,0,580.6,223.1,0,0,,803.7,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,12,2021/4/22,1,780.3,23.4,0,803.7,780.3,23.4,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,5,2020/9/22,1,634.44,169.26,0,803.7,634.44,169.26,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,6,2020/10/22,1,653.48,150.22,0,803.7,653.48,150.22,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,10,2021/2/22,1,735.5,68.2,0,803.7,735.5,68.2,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,11,2021/3/22,1,757.56,46.14,0,803.7,757.56,46.14,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,940a058e-2ec2-42ed-85fa-b26163cd60b1,,,2.00E+19,,4000,12,7,2020/11/22,1,673.08,130.62,0,803.7,673.08,130.62,0,0,803.7,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,7,2020/11/22,1,252.41,48.98,0,301.39,252.41,48.98,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,3,2020/7/22,1,224.26,77.13,0,301.39,224.26,77.13,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,12,2021/4/22,1,292.59,8.8,0,301.39,292.59,8.8,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,6,2020/10/22,1,245.05,56.34,0,301.39,245.05,56.34,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,1,2020/5/22,2,211.39,90,0,301.39,0,0,0,0,0,211.39,90,0,0,,301.39,0,2020/5/19 20:15,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,4,2020/8/22,1,230.99,70.4,0,301.39,230.99,70.4,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,11,2021/3/22,1,284.09,17.3,0,301.39,284.09,17.3,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,9,2021/1/22,1,267.78,33.61,0,301.39,267.78,33.61,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,2,2020/6/22,1,217.73,83.66,0,301.39,217.73,83.66,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,10,2021/2/22,1,275.81,25.58,0,301.39,275.81,25.58,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,8,2020/12/22,1,259.98,41.41,0,301.39,259.98,41.41,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,c83b0b02-adc0-443f-a89b-39cc8804e620,,,2.00E+19,,3000,12,5,2020/9/22,1,237.92,63.47,0,301.39,237.92,63.47,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,6,2020/10/22,1,245.05,56.34,0,301.39,245.05,56.34,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,5,2020/9/22,1,237.92,63.47,0,301.39,237.92,63.47,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,3,2020/7/22,1,224.26,77.13,0,301.39,224.26,77.13,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,1,2020/5/22,2,211.39,90,0,301.39,0,0,0,0,0,211.39,90,0,0,,301.39,0,2020/5/19 20:15,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,8,2020/12/22,1,259.98,41.41,0,301.39,259.98,41.41,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,10,2021/2/22,1,275.81,25.58,0,301.39,275.81,25.58,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,11,2021/3/22,1,284.09,17.3,0,301.39,284.09,17.3,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,2,2020/6/22,1,217.73,83.66,0,301.39,217.73,83.66,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,4,2020/8/22,1,230.99,70.4,0,301.39,230.99,70.4,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,9,2021/1/22,1,267.78,33.61,0,301.39,267.78,33.61,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,12,2021/4/22,1,292.59,8.8,0,301.39,292.59,8.8,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,7594645e-499a-4f9c-b4f4-62093268dd50,,,2.00E+19,,3000,12,7,2020/11/22,1,252.41,48.98,0,301.39,252.41,48.98,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,dc8520c0-12ab-4495-8b31-bc5ed0a6ee83,,,2.00E+19,,3000,6,4,2020/8/22,1,506.8,46.99,0,553.79,506.8,46.99,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,dc8520c0-12ab-4495-8b31-bc5ed0a6ee83,,,2.00E+19,,3000,6,3,2020/7/22,1,492.04,61.75,0,553.79,492.04,61.75,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,dc8520c0-12ab-4495-8b31-bc5ed0a6ee83,,,2.00E+19,,3000,6,1,2020/5/22,2,463.79,90,0,553.79,0,0,0,0,0,463.79,90,0,0,,553.79,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,dc8520c0-12ab-4495-8b31-bc5ed0a6ee83,,,2.00E+19,,3000,6,5,2020/9/22,1,522,31.79,0,553.79,522,31.79,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,dc8520c0-12ab-4495-8b31-bc5ed0a6ee83,,,2.00E+19,,3000,6,2,2020/6/22,1,477.71,76.08,0,553.79,477.71,76.08,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,dc8520c0-12ab-4495-8b31-bc5ed0a6ee83,,,2.00E+19,,3000,6,6,2020/10/22,1,537.66,16.13,0,553.79,537.66,16.13,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,3,2020/7/22,1,224.26,77.13,0,301.39,224.26,77.13,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,7,2020/11/22,1,252.41,48.98,0,301.39,252.41,48.98,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,1,2020/5/22,2,211.39,90,0,301.39,0,0,0,0,0,211.39,90,0,0,,301.39,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,12,2021/4/22,1,292.59,8.8,0,301.39,292.59,8.8,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,8,2020/12/22,1,259.98,41.41,0,301.39,259.98,41.41,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,6,2020/10/22,1,245.05,56.34,0,301.39,245.05,56.34,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,11,2021/3/22,1,284.09,17.3,0,301.39,284.09,17.3,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,2,2020/6/22,1,217.73,83.66,0,301.39,217.73,83.66,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,5,2020/9/22,1,237.92,63.47,0,301.39,237.92,63.47,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,9,2021/1/22,1,267.78,33.61,0,301.39,267.78,33.61,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,10,2021/2/22,1,275.81,25.58,0,301.39,275.81,25.58,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,49724a92-d213-4e31-9531-fa8b2fbc3090,,,2.00E+19,,3000,12,4,2020/8/22,1,230.99,70.4,0,301.39,230.99,70.4,0,0,301.39,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,679a8f48-faca-435b-a537-d461f5c6270b,,,2.00E+19,,3000,6,1,2020/5/22,2,463.79,90,0,553.79,0,0,0,0,0,463.79,90,0,0,,553.79,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,679a8f48-faca-435b-a537-d461f5c6270b,,,2.00E+19,,3000,6,3,2020/7/22,1,492.04,61.75,0,553.79,492.04,61.75,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,679a8f48-faca-435b-a537-d461f5c6270b,,,2.00E+19,,3000,6,5,2020/9/22,1,522,31.79,0,553.79,522,31.79,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,679a8f48-faca-435b-a537-d461f5c6270b,,,2.00E+19,,3000,6,2,2020/6/22,1,477.71,76.08,0,553.79,477.71,76.08,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,679a8f48-faca-435b-a537-d461f5c6270b,,,2.00E+19,,3000,6,4,2020/8/22,1,506.8,46.99,0,553.79,506.8,46.99,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,679a8f48-faca-435b-a537-d461f5c6270b,,,2.00E+19,,3000,6,6,2020/10/22,1,537.66,16.13,0,553.79,537.66,16.13,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,531654da-f29e-4eb1-aa57-28baa8328741,,,2.00E+19,,3000,6,1,2020/5/22,2,463.79,90,0,553.79,0,0,0,0,0,463.79,90,0,0,,553.79,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,531654da-f29e-4eb1-aa57-28baa8328741,,,2.00E+19,,3000,6,3,2020/7/22,1,492.04,61.75,0,553.79,492.04,61.75,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,531654da-f29e-4eb1-aa57-28baa8328741,,,2.00E+19,,3000,6,2,2020/6/22,1,477.71,76.08,0,553.79,477.71,76.08,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,531654da-f29e-4eb1-aa57-28baa8328741,,,2.00E+19,,3000,6,6,2020/10/22,1,537.66,16.13,0,553.79,537.66,16.13,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,531654da-f29e-4eb1-aa57-28baa8328741,,,2.00E+19,,3000,6,4,2020/8/22,1,506.8,46.99,0,553.79,506.8,46.99,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,531654da-f29e-4eb1-aa57-28baa8328741,,,2.00E+19,,3000,6,5,2020/9/22,1,522,31.79,0,553.79,522,31.79,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,843fdfee-204c-4654-a146-f7ebc6c2316a,,,2.00E+19,,3000,6,6,2020/10/22,1,537.66,16.13,0,553.79,537.66,16.13,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,843fdfee-204c-4654-a146-f7ebc6c2316a,,,2.00E+19,,3000,6,1,2020/5/22,2,463.79,90,0,553.79,0,0,0,0,0,463.79,90,0,0,,553.79,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,843fdfee-204c-4654-a146-f7ebc6c2316a,,,2.00E+19,,3000,6,3,2020/7/22,1,492.04,61.75,0,553.79,492.04,61.75,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,843fdfee-204c-4654-a146-f7ebc6c2316a,,,2.00E+19,,3000,6,4,2020/8/22,1,506.8,46.99,0,553.79,506.8,46.99,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,843fdfee-204c-4654-a146-f7ebc6c2316a,,,2.00E+19,,3000,6,5,2020/9/22,1,522,31.79,0,553.79,522,31.79,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,843fdfee-204c-4654-a146-f7ebc6c2316a,,,2.00E+19,,3000,6,2,2020/6/22,1,477.71,76.08,0,553.79,477.71,76.08,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,ef4d86e5-afb6-42cd-95a5-41beac6eb6af,,,2.00E+19,,3000,6,5,2020/9/22,1,522,31.79,0,553.79,522,31.79,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,ef4d86e5-afb6-42cd-95a5-41beac6eb6af,,,2.00E+19,,3000,6,4,2020/8/22,1,506.8,46.99,0,553.79,506.8,46.99,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,ef4d86e5-afb6-42cd-95a5-41beac6eb6af,,,2.00E+19,,3000,6,2,2020/6/22,1,477.71,76.08,0,553.79,477.71,76.08,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,ef4d86e5-afb6-42cd-95a5-41beac6eb6af,,,2.00E+19,,3000,6,3,2020/7/22,1,492.04,61.75,0,553.79,492.04,61.75,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,ef4d86e5-afb6-42cd-95a5-41beac6eb6af,,,2.00E+19,,3000,6,6,2020/10/22,1,537.66,16.13,0,553.79,537.66,16.13,0,0,553.79,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,ef4d86e5-afb6-42cd-95a5-41beac6eb6af,,,2.00E+19,,3000,6,1,2020/5/22,2,463.79,90,0,553.79,0,0,0,0,0,463.79,90,0,0,,553.79,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,6,2020/10/22,1,326.74,75.11,0,401.85,326.74,75.11,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,2,2020/6/22,1,290.3,111.55,0,401.85,290.3,111.55,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,5,2020/9/22,1,317.22,84.63,0,401.85,317.22,84.63,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,9,2021/1/22,1,357.04,44.81,0,401.85,357.04,44.81,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,12,2021/4/22,1,390.15,11.7,0,401.85,390.15,11.7,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,10,2021/2/22,1,367.75,34.1,0,401.85,367.75,34.1,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,1,2020/5/22,2,281.85,120,0,401.85,0,0,0,0,0,281.85,120,0,0,,401.85,0,2020/5/20 20:49,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,11,2021/3/22,1,378.78,23.07,0,401.85,378.78,23.07,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
,,,,60d3b222-83d5-4833-bba4-ceb8a605d58d,,,2.00E+19,,4000,12,8,2020/12/22,1,346.64,55.21,0,401.85,346.64,55.21,0,0,401.85,0,0,0,0,,0,0,NULL,,,,,,,,,,,,,,,,,,,,
